baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RHBDF1	1886.94624393551	-0.334241771301581	0.0669050631216752	-4.99576199029542	5.86039029770653e-07	2.68438113538365e-06
LUC7L	3208.90162864082	0.119486143338763	0.0652891465268769	1.83010729493263	0.0672338963321362	0.116807622428
CACNA2D2	2273.0090516339	-1.38365630431058	0.14670254464054	-9.43171304697482	4.03445280418461e-21	9.70975660692275e-20
BAIAP3	638.813731905573	0.970885001193581	0.163057574203036	5.95424656560054	2.61272654184325e-09	1.61902244048041e-08
TSR3	216.433844136359	-0.257404300022109	0.0946474276261808	-2.71961221216442	0.00653585149735764	0.0149389736279318
PIGQ	2596.70044437919	-0.0319635573461111	0.0518738450173743	-0.616178679937942	0.537776597986823	0.653578383044179
CRAMP1	542.90148858515	-0.121019157467564	0.0482467415496687	-2.50833846142703	0.0121300416636852	0.0260206483163953
SELE	32.5261692166681	0.867638384374288	0.328326378356528	2.64260943247187	0.00822698748145981	0.0183289262427363
DNAJC11	257.747970257996	0.106478039815784	0.0707811206852193	1.50432825568442	0.132496867152909	0.209222110238407
FMO3	108.493418519281	0.162770615469149	0.111739407126973	1.4566983990186	0.145199651918392	0.226140940846848
MYLIP	1006.26726674647	-0.741507039820494	0.0646537801359983	-11.4688891857637	1.8907065876272e-30	1.02218722528761e-28
NOX1	15.6196767699748	-0.219378257898358	0.135836627631547	-1.61501549120768	0.106307340192286	0.173249847904458
E2F2	1.51867307608229	0.401670020184624	0.565179271011797	0.710694890606205	0.477273326539589	0.595219449492941
PSMB1	206.803476285294	0.0485546445791706	0.102205902808483	0.475066931018201	0.634739267970228	0.740086067774001
SYN1	73.1620871062199	0.759002317190574	0.157189318711283	4.82858710383921	1.37505185581873e-06	5.98401008276505e-06
JARID2	84.0583647350522	-0.00147505530791923	0.0901708214192378	-0.0163584548161223	0.98694842356445	0.992964129474304
CDKL5	241.800704289633	-0.575398117923941	0.069895844388571	-8.23222214363901	1.83772049956292e-16	2.76875304990691e-15
CAMK1G	10.5717401116855	-0.924554709346758	0.385971886122911	-2.39539392009588	0.016602517611154	0.034428997952209
CDK11A	1603.75877044075	-0.24602251778551	0.0841674569075983	-2.92301237110682	0.00346662742716981	0.00842030665081017
NADK	2946.86484067022	-0.161030915964295	0.0421984353749756	-3.81603996767589	0.000135610547838665	0.000429149633234946
TFAP2B	1.88786553848877	1.88698056000467	0.469525587138886	4.01890889802881	5.84682708206491e-05	0.000196212700134355
TFAP2D	0.0317023277793582	0.0881217010265648	2.69711864223845	0.0326725341801905	0.973935726742483	0.986255995178935
DLEC1	766.298906731366	1.69147559140895	0.20925703939263	8.08324344222048	6.30665518037105e-16	8.87117137438015e-15
CYTH3	220.223339163272	-0.0125528037116672	0.114226835587454	-0.109893648433047	0.912493719851252	0.956869222615706
ADAM22	66.9081284307962	0.10943646899896	0.0859875290249249	1.2727016375507	0.203123936331164	0.299026650390598
SYPL1	3493.14439906128	-0.0822259320726175	0.0362722075737119	-2.26691281211707	0.0233955523991272	0.0467359797952792
CYB561	653.360943343319	-0.0822513279517798	0.0860375054446068	-0.955993871820648	0.339075330581811	0.452752708587648
SPAG9	1690.45007183504	-0.50521724807115	0.0785409304893364	-6.43253453865999	1.25493502970551e-10	9.29958211127024e-10
CELSR3	38.3160965476421	0.148750243779598	0.0796944696229288	1.86650647759379	0.0619705386446102	0.108747246852881
AASS	430.416674763439	-0.325949566147334	0.091538788914372	-3.56078084507144	0.000369753599122138	0.00108986158831007
PLEKHG6	177.552877107132	0.423535739710961	0.106349978416017	3.98247132739589	6.82023550165079e-05	0.000226394434199663
SS18L2	1409.52057601786	0.0859166348464188	0.0466782311477658	1.8406146234299	0.0656780532346762	0.114488509246092
MPND	850.469085707073	-0.153260659287537	0.0531649760336878	-2.88273729664476	0.00394236072810312	0.00944910206895136
MGST1	2625.14172021698	-0.0766398803337774	0.0964924816840465	-0.794257531739373	0.427045521910003	0.545826976952332
CRY1	210.35636410131	-0.135611008873302	0.115475551607569	-1.17436987297676	0.240246907047684	0.342224324900977
NFIX	1900.3181050892	-0.185325579275059	0.0673419735175013	-2.75200695190342	0.00592312635010721	0.013669655120292
ST3GAL1	1386.54044664355	0.166457485404023	0.0748458371561781	2.22400459035126	0.0261481354023839	0.0514630179935912
MMP25	349.822933035941	-0.916868209991271	0.183110344329347	-5.00718959024055	5.5230519582796e-07	2.5379641568325e-06
IL32	10689.0353582064	-0.541881531567435	0.114131701019732	-4.74786169596955	2.05578530483354e-06	8.70674557351389e-06
PKD1	3257.24987327655	0.0390303276881972	0.0622391134881513	0.62710288596298	0.53059179550908	0.646625166274771
MAPK8IP2	5.43990531786821	-0.438913113594456	0.116917943116216	-3.75402698590221	0.000174016116935742	0.000540058005505067
MED24	3130.63713880171	-0.419804794639782	0.123247303429524	-3.40619861821024	0.000658742364704143	0.00185126752847095
RHOBTB2	2865.71683819664	-0.601862164066186	0.0985465328917221	-6.10739055353151	1.01273212021207e-09	6.6070232620481e-09
HEATR5B	58.7250825369901	-0.289132667626489	0.103418817317143	-2.79574525339849	0.00517801975395136	0.0121088796954239
SEC62	2561.85111038038	-0.0402286222553902	0.0471861937684058	-0.852550694231368	0.3939085150732	0.511464087932149
RPS20	89074.4205735069	-0.064432593123722	0.0512157206906315	-1.25806280288287	0.208369044368684	0.305446354571258
CSDE1	10324.7748694334	-0.184524927479084	0.0307694323309968	-5.9970208580415	2.009702558541e-09	1.26681217039225e-08
UBE3C	270.46864088735	0.0624978506605305	0.0819774656954455	0.762378418634168	0.445834182961402	0.564810105317943
REV3L	884.753389757994	-0.0152912810412642	0.0339722645298987	-0.450110737475463	0.652630594874131	0.755656208057129
TENM1	39.598737114524	-0.0738485562747131	0.0962283267154556	-0.767430535221517	0.442825579338802	0.561882044397352
PAX7	0.0380106657011134	0.0881239653677874	2.36125269404236	0.0373208532869572	0.970229178555431	0.984212467418061
MASP2	76.3648383036255	-0.0883066614417766	0.108894630645587	-0.810936782816989	0.417401975549638	0.53574054830387
IYD	49.2167281219961	0.186091960445763	0.105367449843409	1.76612379555852	0.0773750821245026	0.131799089660842
FAM76A	467.321596443806	-0.110209984876709	0.0479305493907984	-2.29936827926005	0.0214840356084053	0.0433304749316583
TRAF3IP3	646.155769582954	0.104046315991376	0.101032413964614	1.02983104044032	0.303089326746573	0.413700850528875
POMT2	678.680348654576	0.0950656171146406	0.0527083297410994	1.80361657410884	0.071291435987896	0.122815910598156
VTA1	1112.16302030711	0.131135289451809	0.0449017176439202	2.92049605967724	0.00349474616491937	0.00848087502837315
MLXIPL	177.512173619139	-0.543601777571277	0.135077627510986	-4.02436574870303	5.71290724611693e-05	0.000192064069853232
BAZ1B	312.299341198593	-0.124690990748653	0.0471131349427153	-2.64662903243998	0.00812984829067167	0.0181515358292564
RANBP9	314.748854988436	0.0468389548129839	0.0593974558720208	0.788568367539247	0.430364325199871	0.54917852193513
