PROBEID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	Control.1	Control.2	Control.3	Control.4	Control.5	IPF.1	IPF.2	IPF.3	IPF.4	IPF.5	IPF.6	IPF.7	IPF.8	IPF.9	IPF.10	IPF.11	IPF.12	IPF.13	IPF.14	IPF.15	IPF.16	IPF.17
1552806_a_at	SIGLEC10	sialic acid binding Ig like lectin 10	-0.930802675688837	5.10450424376366	-3.31366749749075	0.00305882551226432	0.0336642949806677	-1.92470072745052	5.64344341842284	5.2448863967695	7.71263955169883	5.06656874239735	5.45126617469119	4.30802406710829	4.71833767652064	4.68941562693527	4.98521932007533	5.16422508068865	4.86544175168914	4.75576113429966	4.5825738323008	4.08988550966252	5.32636418488109	5.19478044188966	5.58455476044805	4.93011998623131	4.91321856257843	4.84455066710063	4.96887405313281	5.25894242327845
1552807_a_at	SIGLEC10	sialic acid binding Ig like lectin 10	-1.94215491005437	7.96188215378718	-5.84018485573983	6.20787716819545e-06	0.000727954231427632	3.99750997271447	9.78172141607883	7.86090628459577	11.6945423391843	9.27478416397842	8.70123689939958	7.28652062025703	7.43386070678161	7.63387631432618	7.9179193885325	8.17808727080159	7.80071158338485	7.67772434285152	7.41299688843081	7.76315408291778	7.38337430612517	7.51976477682168	7.67179312497113	7.24176472150302	7.21277301618575	7.26208420788131	7.35702241930331	7.09478850900585
1552848_a_at	PTCHD1	patched domain containing 1	1.28266756101796	5.35979411754214	3.70075291317684	0.0011949855011106	0.0184416637250455	-1.03836268483142	4.6063761373023	4.13314178528464	4.14302971387801	4.08073490513107	4.87992701490891	5.68913309917217	5.89320005418541	5.38580590749563	4.51510137636359	5.39612047907051	5.86329457420291	6.75838122489941	5.69394313133163	7.74138063009909	4.63606298466057	4.56658659480445	5.04183948436572	5.9417295219995	5.7569637455094	5.99144385654325	5.57926431590784	5.62201004881111
1553145_at	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)	0.86675699082747	6.61739768703617	4.35545689968592	0.000236962368410962	0.00671666835454683	0.502782626333551	5.56543408749227	6.25328723680745	6.30151359224934	5.94510508639637	5.67281460403839	6.45117576730275	6.95187467328278	6.69957607652251	6.62055853152285	6.41517439411029	6.5214144672569	6.07318258802656	7.27572008680304	6.36151068667283	7.14856142357912	7.71145972288339	6.7134512027475	6.96777697818472	7.2077912047163	7.3957979733775	6.60160390436916	6.72796482645381
1553243_at	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	0.889475339131439	7.85774496338566	3.99134496139643	0.000584254674640528	0.0117618013399211	-0.358631692504598	6.61346070442349	6.37551040723377	7.31535703386548	7.74650949011236	7.80127791646721	7.73900132768634	8.10869319285318	8.65795550751959	8.67408946926489	7.86386635356744	7.90882239719801	7.58344878670238	8.44022371565147	7.1303878768119	7.9801485615214	8.05417893857286	8.11408087869336	8.54658898783471	8.24733559751926	8.25839207404408	7.84581592193301	7.86524405500843
1553279_at	BTNL9	butyrophilin like 9	-0.887257949132127	7.3485431266131	-5.55690107802271	1.22916840026725e-05	0.00106239053522334	3.34176408091538	7.38866296713905	8.0838873742055	8.45595476568705	8.3768078358773	7.86544476634889	6.8881165879243	7.0215032760307	7.57036977227089	7.04861529033118	7.73529388660266	6.79153723582468	6.93186353276852	6.84080288825415	6.94261061975885	7.56507161037826	7.11174278296156	6.99279879954451	6.91346354938174	7.37525869327101	7.0695640284041	7.19715397798092	7.50142454454232
1553297_a_at	CSF3R	colony stimulating factor 3 receptor	-1.61242869439581	9.2098188573439	-5.65006220119022	9.81032365113477e-06	0.000934864363957494	3.55827280320775	11.1088826096144	10.0670324786875	11.3567508164971	9.74697144941461	9.99929506994424	8.23107250873421	7.85247724045657	8.56147376575855	8.51307430719007	8.74167029464621	8.46366715516173	8.30981405329084	8.27961386805843	8.87001923509858	9.90880280972235	9.55984284759251	9.11947620958711	9.30774135457245	9.10509486136946	8.7315631311564	9.44022114171978	9.34145765329275
1553423_a_at	SLFN13	schlafen family member 13	1.34035487409791	5.06328630341906	3.74017188412417	0.00108486555882095	0.0174092917804844	-0.946737783635302	3.38884237285637	3.98677688816947	4.9479579035832	3.91233195345074	3.9018785672936	5.39661710896502	5.14303081179504	4.52500982982703	4.90865545041571	5.23137697193846	4.02439430116476	4.51035327546225	7.25859766632121	5.41132229862389	5.07041766150867	6.12751622794543	5.70588818749066	6.322562123793	4.94771840953964	6.19795837222145	5.53210460320374	4.94098768964994
1553514_a_at	VNN3	vanin 3	-0.92358808026964	5.45555384804243	-3.09685288116209	0.00512684900091178	0.0469753083801902	-2.40744032467976	7.16465837625418	6.29945168273603	6.92025062156829	5.21569912675567	5.24611792484889	5.39663980068155	5.09525648608678	4.60795202798646	4.71505556869294	5.82021009734776	4.94987363423158	4.79995585111942	6.21238585639888	5.52917543667614	4.81525344511928	5.48007659221788	5.26867884331453	6.39068546156942	4.69560473812303	5.08086461652722	4.94245917062138	5.37587929805624
1553639_a_at	PPARGC1B	PPARG coactivator 1 beta	-0.870965529481645	6.95473057463041	-5.98400268760463	4.40210341075058e-06	0.000591499660538452	4.32725480642588	7.51826428826703	7.20854807633801	7.73860309444319	8.21440148419559	7.45893002108733	7.0123116235718	6.87923039454704	6.79095582603025	6.82675700742068	7.18466059253826	6.86834016254014	6.96964018740289	6.57653106829265	6.40181862949547	6.84335334758731	6.4581147039789	6.78460966279398	6.13357434190832	6.75135075335496	6.44684342315076	6.98443457432998	6.9527993785945
1553645_at	CCDC141	coiled-coil domain containing 141	-2.16595918119998	5.32572291539302	-4.83166594299596	7.2754744748807e-05	0.00324322846174475	1.63427556697005	5.93196696324996	7.40469024366074	5.34439137830265	8.42625121443802	7.88979343195003	4.17659047778615	4.37315942870329	5.7553730593695	5.50345541684542	4.32392169549959	5.76433074077195	6.39658759546722	4.1625566381096	3.81676155390627	5.9240842596126	5.22656764863663	4.74915539656715	3.82816745098029	4.05771866796258	4.05956635395142	4.89370992433923	5.15710459853613
1553693_s_at	CBR4	carbonyl reductase 4	0.964316788617318	7.8124059353999	4.94350941101096	5.51881560288265e-05	0.00272571347820093	1.89950194597685	6.43132455455294	6.95162857368537	7.5982704097855	6.8057218129605	7.54931491544831	7.57693598617323	8.29132191879355	8.28191948207186	8.45631025628094	8.25326822387988	8.29491028650517	8.39537394590677	8.08467280839226	8.47683041402977	7.39742583438528	7.79473475048109	7.89363021403854	7.53770984610336	8.29683719078705	8.30825874053934	7.61060404857854	7.58592636541865
1553723_at	ADGRG3	adhesion G protein-coupled receptor G3	-2.08570020956943	5.42112038846219	-5.95645433266271	4.70091473723238e-06	0.000616796565616706	4.26426800132479	9.03067844709708	6.79578697931665	7.49419115399978	6.07788956820054	5.76544296703335	4.76310168577703	4.72750128011384	4.24570179987097	4.21924850281617	5.33540294112161	4.52800831621235	4.68360362973113	4.79365980279458	5.76544296703335	5.0635933449852	5.15616462671542	5.22223196039462	6.04695813268271	4.77523730942413	4.50962029231839	4.98291354317124	5.28226929535812
1553749_at	FAM76B	family with sequence similarity 76 member B	-1.53418479533019	5.28394171332705	-3.38015141874943	0.00260658428537281	0.030405542531782	-1.77447033156071	6.64617773377859	6.45334172465995	6.97254692139698	5.98628146465624	6.28889288591926	5.67320351609329	6.44906319481525	6.12721327353217	6.14253675843345	5.55312324231645	5.44656729638171	5.65844697837616	5.48736940355734	6.18115880251864	3.88684315011622	3.9437838203758	3.90158052513462	3.82816745098029	4.0419485997455	3.69281598949445	3.89090769911046	3.99474726180236
1553787_at	C11orf45	chromosome 11 open reading frame 45	1.09249416908692	5.49666513809624	4.64370910534609	0.000115884470025987	0.00427074659566691	1.18779988122206	4.3583438433823	4.06501613725922	5.19294186029618	4.69087078772386	4.9551528630747	6.64679638246003	5.81578908932437	5.82936629488802	5.3894623693691	5.23476550934546	6.2913767121648	6.50514560067321	5.51238915057439	6.37282741811413	5.58173477783336	6.13123707326585	5.17928172328075	5.03212245335415	5.40502659959876	5.25331800979081	5.64293042010776	5.84073796223597
1553972_a_at	CBSL	cystathionine beta-synthase like	-1.76020329463941	7.7134584801117	-6.64775128787977	9.28447437876444e-07	0.000221861401349715	5.81712863146559	8.22860583680331	9.91808457992235	8.2434060757423	9.53953353433955	9.4384478303124	7.33203736515358	6.7877082215887	7.39437327876783	7.16202141172723	7.08038624917734	8.22463333167392	7.91392263591215	6.47430198964805	6.90655955808618	8.0753778347717	7.80623795495502	7.40494150394878	7.40359968908651	7.05603386827633	6.88507491273821	7.34043752481912	7.08036137500691
1553972_a_at	CBS	cystathionine beta-synthase	-1.76020329463941	7.7134584801117	-6.64775128787977	9.28447437876444e-07	0.000221861401349715	5.81712863146559	8.22860583680331	9.91808457992235	8.2434060757423	9.53953353433955	9.4384478303124	7.33203736515358	6.7877082215887	7.39437327876783	7.16202141172723	7.08038624917734	8.22463333167392	7.91392263591215	6.47430198964805	6.90655955808618	8.0753778347717	7.80623795495502	7.40494150394878	7.40359968908651	7.05603386827633	6.88507491273821	7.34043752481912	7.08036137500691
1553982_a_at	RAB7B	RAB7B, member RAS oncogene family	0.918193715216562	7.43628594855722	5.23443921075868	2.69802262534944e-05	0.00176348292115081	2.58670213491315	7.13685471487753	6.37922796674773	6.76104082157581	6.80816549988464	6.5485741127273	8.32425443228499	8.06152085064321	7.15843920896748	7.29996701436984	8.16270211442776	7.63390695757283	7.5873177208663	7.0432907542109	7.91502219202099	7.90012389052545	7.91670417416281	7.6251640876007	7.14600801553651	7.31874771212443	7.66294506457366	7.44703366071231	7.76127990184561
1553991_s_at	VSIG10	V-set and immunoglobulin domain containing 10	-0.950217135697738	5.46071307931262	-4.23487950523601	0.000319615766041523	0.00814607152727845	0.216753540371812	5.62263751876507	7.06577579420165	5.50453017194926	5.92486155064911	6.8570538398302	4.99171841558473	5.02381515810658	6.265100371295	5.25598431620461	4.86337508426678	5.79358249932366	5.36669231401006	5.08220677219696	5.3597158205158	5.43523109231016	4.92368427430631	4.98590323408963	4.65820377254362	5.29359175588381	5.35669210011068	5.24770657266638	5.25762531606767
1554004_a_at	ARHGEF28	Rho guanine nucleotide exchange factor 28	0.828387131934092	7.0942393393478	3.450089223232	0.00220124351276604	0.0270394588113463	-1.61545105951933	5.68473632666181	6.97404214217667	6.42882039071897	6.19578129787621	6.98722989319634	6.90304012985891	7.0866716822076	7.51145693977446	7.15940288709068	6.68800735682345	8.31377171243248	8.39849887651907	7.68701911021344	7.27988148864938	7.06014090178049	6.89060317808696	6.87025387306366	6.94067078647555	7.05532315976621	7.07455976740392	7.36486773193568	7.5184858329396
1554014_at	CHD2	chromodomain helicase DNA binding protein 2	-0.856687835161576	7.17969540962888	-4.34739357361735	0.000241752819148703	0.00680106688911549	0.483639470647775	8.75615010991069	8.21598555383861	7.74735674099061	7.29367728291094	7.19523763270875	6.70555740701677	7.31698377780793	7.07713437427261	7.42194629508521	7.07091871774047	6.84378061588634	7.08425742168625	7.21963738278661	7.01375084020439	6.88883736958042	6.91510272791932	7.00124928787574	7.55547655488335	6.29604090854982	6.48113429764034	6.81980804525458	7.03327566728564
1554027_a_at	SLC4A4	solute carrier family 4 member 4	1.23674294682305	5.4156495657241	3.27905358722038	0.00332359332059075	0.0356100173818934	-2.00253205009307	4.65831952055674	4.29238705647171	4.85661641297006	4.26781619864317	4.22478361816251	6.77340301959662	6.93855622060372	5.41021557772302	4.98421231184509	6.28159462351651	5.62300238011613	6.14314034442855	7.03651284537932	7.27021048590615	4.91837731601095	5.57332004756947	4.68977560889684	4.90444846260779	4.94233012804308	5.39519570416667	4.98126157585273	4.97881098686343
1554036_at	ZBTB24	zinc finger and BTB domain containing 24	-0.955168661245091	4.59453429608648	-4.06541960904785	0.000486431201732511	0.0104987636990175	-0.18404251691088	5.67593100456141	5.63199956731712	4.80722640500811	5.10266615699824	5.44527271953989	4.05342858085927	4.9769506916271	4.40617572767384	4.08418793646735	4.00522477069437	5.12419127285248	5.08693961488085	4.07736355683356	5.60485306117218	4.22251112014577	3.94015561972493	4.48948969983094	4.15874807178788	3.94330494514443	3.84815263437637	4.28721891940634	4.10776243700005
1554089_s_at	SBDSP1	SBDS pseudogene 1	-1.04070947116771	9.58450807492231	-6.94861757420562	4.6669770011709e-07	0.000142793902888199	6.4733890384616	10.4797426832342	10.6621963182309	9.98571320418064	10.3495854943854	10.4662256313648	8.91280221358544	9.22649034834997	9.96967008033003	9.42689188723076	9.80693595075947	9.58939502236832	9.57648982599634	9.47410779400181	9.30891633170897	9.38069848150979	9.0047771133271	8.997939545421	9.6974699056029	9.05351170769308	8.92523640665116	9.19814138727905	9.36624031507969
1554089_s_at	SBDS	SBDS ribosome maturation factor	-1.04070947116771	9.58450807492231	-6.94861757420562	4.6669770011709e-07	0.000142793902888199	6.4733890384616	10.4797426832342	10.6621963182309	9.98571320418064	10.3495854943854	10.4662256313648	8.91280221358544	9.22649034834997	9.96967008033003	9.42689188723076	9.80693595075947	9.58939502236832	9.57648982599634	9.47410779400181	9.30891633170897	9.38069848150979	9.0047771133271	8.997939545421	9.6974699056029	9.05351170769308	8.92523640665116	9.19814138727905	9.36624031507969
1554114_s_at	SSH2	slingshot protein phosphatase 2	-0.905180186988593	5.12681364901724	-5.97635790652423	4.48303081665064e-06	0.000596274375573721	4.30978422986288	6.34742981266202	5.7531188115225	5.76054619635107	5.82169489566464	5.44856561497828	4.53638781676096	4.75182689054585	4.53088173804441	4.80987970843324	4.84619717744596	5.19963588632627	5.07259258395703	4.31240665221709	4.78508929749119	5.23492064275505	5.06297139151224	4.88308063110046	5.21569912675567	5.03286014444479	4.83431773104234	5.00351857870971	5.54627894965858
1554132_a_at	CCSER2	coiled-coil serine rich protein 2	-1.08853049547089	6.26847766168272	-4.3264780889498	0.000254634480212953	0.00703657906004943	0.433993110778001	7.52898776931829	7.24272434208192	6.49042484736292	7.47368025716974	6.81225709770918	5.85853265313271	6.18791222365449	6.92955683488959	6.73322096370433	7.14391347861795	6.31209595719938	5.98254191363912	6.31578932975598	5.54742232428972	5.92698121052244	5.28804250440397	5.42932736160745	5.98096459100379	5.3627048615994	5.64866545633175	5.67384333118769	6.03691924783803
1554178_a_at	FAM126B	family with sequence similarity 126 member B	-0.856144642049579	8.0561787319022	-3.13417694429141	0.00469366970624576	0.0442759445009589	-2.32518820453192	9.25164615034826	8.90409750017369	8.91192049833322	8.41204305334184	8.10901802886918	7.85055096263501	8.28168296952127	8.73356887913197	8.61375690293664	8.60554006929567	8.30592900766623	8.47847663351154	7.96199985946789	8.37250136897026	7.5071285585678	7.05768707556096	7.32807244889149	7.50972415640556	7.22019374438718	7.28779361789618	7.0760185777187	7.45658203821787
1554406_a_at	CLEC7A	C-type lectin domain containing 7A	-0.962538062438162	7.59889760856065	-3.46621595954791	0.00211689689774499	0.0263708838992444	-1.57864809568309	8.60240974645908	8.06841441386488	9.04238049552434	8.09731720255701	7.90286324381812	6.8889425514289	6.77186649960255	7.60178055019817	7.58917774175417	7.30631538945023	8.75175609385302	8.63659990100739	6.59506859603133	7.11231094391197	7.80374547427414	7.48047859186888	7.26267559009901	6.75935116625322	7.06207756535799	6.94722284168929	7.35018614400214	7.54280664532847
1554414_a_at	OSGIN2	oxidative stress induced growth inhibitor family member 2	-0.826566290648441	8.0215320260019	-3.96204706300435	0.000628123650618823	0.0122650310514996	-0.427560296347634	9.49877207174012	8.59489452068791	8.52472999826101	8.23986053192539	8.44295458490039	7.26118694781714	7.37715517099504	7.9072341418204	7.90440426682132	8.01370598292856	7.64393314506733	8.02166377417628	7.85091158327607	7.61736457059213	8.54911467937788	7.85857771217187	7.45682067575293	7.69502905279832	7.46365799428197	7.46291478901481	8.3332145082898	8.75560386934507
1554420_at	ATF3	activating transcription factor 3	-1.48777711269031	5.58649829336894	-3.13265463961017	0.0047106252393815	0.0443700245909002	-2.32855027606247	5.94558503434189	9.04456297736995	4.8773226974753	8.60662272008511	5.20662779114868	4.90567656477051	5.85017527883943	4.31727839434358	4.93557872510179	5.04942429031173	5.06393208731995	4.95940644690972	5.20892647230079	5.03620348730993	5.53667978279749	5.25160813683522	5.23848310067841	5.26506487589065	5.08843134427754	5.12197854232132	5.53282929227955	6.86056441140823
1554472_a_at	PHF20L1	PHD finger protein 20 like 1	-0.914779567249498	6.72285576055686	-4.43761096956248	0.00019324719404821	0.0059072083213251	0.697917275501275	8.13004625587755	7.10868144551233	7.71192872037243	7.11778888419308	7.08020909756561	6.67964713214071	6.50659175657714	7.07594208589755	7.39724341974838	7.12294551634564	6.23901519239086	6.37187800216966	6.67178131369573	6.26899808764684	6.33632708253827	6.11434195109412	6.19771966959126	6.29219423098803	5.81126898989468	6.19389306462319	6.72510676718926	6.7492780661986
1554547_at	FAM13C	family with sequence similarity 13 member C	1.48987891959999	8.51974384051976	5.0943608406703	3.80549771827062e-05	0.00218627015027431	2.25639990062388	5.83864891722414	7.81969988157614	7.66773318104062	7.62297547045764	7.89331138111849	9.3125591226141	9.39111183879422	9.40304394687464	9.5949059334178	8.45025813351593	9.03352007046647	8.67114708349346	9.16940923816905	8.36667462567189	7.84745036865857	8.05537109894427	9.03690085772363	9.46602107947657	8.80837117722346	9.12115589820449	8.5083022731836	8.35579291358559
1554569_a_at	CELF2	CUGBP Elav-like family member 2	-0.911898640089174	6.92697369759425	-5.14333795449091	3.37383190738034e-05	0.00203758783821334	2.37202131710815	8.06620888369623	7.48750869487167	7.95989396117806	7.25968320821218	7.38481848581218	6.36849959754132	6.5686094614395	6.7392364846916	6.86279228426742	6.35042475815718	6.52325737639508	6.51913248918708	6.1113241277585	6.2085284024641	7.24430390693708	7.13638468084536	7.01449192022248	7.39050672829781	6.90481334527131	6.72636221412147	6.59177510726789	6.97486522843803
1554696_s_at	TYMS	thymidylate synthetase	0.838803226982741	6.81615896433533	5.31269474922661	2.22771132207602e-05	0.00153690583405903	2.77067352524494	6.06022878589182	6.10116768812874	6.66821346874737	5.8731322409412	6.13722198826147	6.84900147224997	7.15841202079373	6.38122539183993	6.64551671304225	6.84033455862403	7.19649569562744	7.2350828306758	6.93415185206891	7.45586764746291	7.47697063258713	7.64243772678457	6.98887043406022	6.63438341039709	6.91062067157504	6.99703333616821	6.95413754477645	6.81499110467294
1554757_a_at	INPP5A	inositol polyphosphate-5-phosphatase A	-1.12019645929554	6.91579417447773	-3.92190249340408	0.000693577121114413	0.0130443131495878	-0.521881484094462	7.90072734597622	8.41577631405584	7.33703976815357	7.51167779199053	7.74178142676345	6.11766577733241	6.37711893202147	6.92398085782441	6.60869590041561	7.20072460965588	5.70827188821302	6.07461425274206	5.89869795572645	5.59583845028603	7.26653216068906	7.12052521548512	6.33380389600569	7.50720348121922	7.29257391445009	7.29406632175782	6.59469769952424	7.32545787822191
1554762_a_at	WWC2	WW and C2 domain containing 2	-0.827179756815052	8.14602676291391	-4.28463506268347	0.000282498267554846	0.0075503572319884	0.334715715281037	8.53094596313194	9.13209097309931	8.60205587720828	8.7506117396157	8.91035104920881	7.39071471713335	7.98945802904424	8.72157622860732	8.51036680101784	8.34461077221941	7.53490975271834	7.97822149959917	7.62350232551367	7.09606793116807	8.07736648861079	7.56510114786453	7.90437657628498	7.76292968104784	8.1206111159869	8.01348773781289	8.28112232064202	8.37211005657056
1554769_at	ZNF785	zinc finger protein 785	1.0434733425114	5.16060920933467	5.45877093186057	1.56000247905333e-05	0.00121760813389994	3.11286831011448	4.346782884108	4.03245656393549	4.69975014277586	4.42526221667281	4.267192688569	4.94409014782963	5.12983580880653	5.50788135349823	5.30861027705164	5.79286679514138	4.92111700503222	5.07321291697911	5.0994640542042	4.47535239940133	5.50275353645395	5.83594143342153	5.63964091250763	5.63359990987281	6.0750935306061	5.97715365016137	5.36718161294914	5.47816276538489
1554770_x_at	ZNF785	zinc finger protein 785	0.902919073960845	5.16436682782296	4.81744952008221	7.53587150532482e-05	0.00331537768464648	1.60053317001723	4.79441986202978	4.20896230112661	4.71703304386866	4.25106928839018	4.3617986761236	4.95058637669303	5.28873111453061	5.28907948805633	5.22275090684478	5.53526947628029	5.0273804435913	5.02431071640253	5.05272304346464	4.49251461377318	5.50640482761316	5.78347885734578	5.76021875047886	5.44734805263071	6.10775943548977	6.01585045612162	5.44866535458028	5.32971512666953
1554786_at	CASS4	Cas scaffold protein family member 4	-1.44030512617422	6.18892934075962	-4.76744583988836	8.52859645224181e-05	0.00356548294271762	1.48180742126087	8.55214529245015	7.30432811551139	7.59291013600413	6.43883083619254	6.62124758385848	4.22910565307049	5.49509294282167	6.41897096414562	6.56782970860135	5.85973001450369	6.19771966959126	5.87066002384334	6.15234541360865	5.21155639176254	5.39165363628654	5.71770456003072	6.15693950790098	6.11339729830477	6.32657790915778	6.2833453569707	5.92624760089085	5.72810688120403
1554830_a_at	STEAP3	STEAP3 metalloreductase	0.930647388640264	5.49668782430354	3.12540195504235	0.00479222075721469	0.0449534987317336	-2.3445596469613	4.04313372856289	4.72869104183715	6.07389111649127	4.66076885405612	4.38127128809651	6.20954433066909	5.97388215029084	4.30952475095908	5.13719107443335	5.60402943132139	5.33764858249987	5.39573477179343	6.24160391268228	5.64106727940527	6.11693690783771	6.72312064279888	5.66229693372291	5.92563353632813	5.15974448348229	6.44177102489636	5.49725998523874	5.66238630727428
