PROBEID	SYMBOL	ENSEMBL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	Control.1	Control.2	Control.3	Control.4	Control.5	IPF.1	IPF.2	IPF.3	IPF.4	IPF.5	IPF.6
1553909_x_at	SLF2	ENSG00000119906	SMC5-SMC6 complex localization factor 2	1.01774918734249	8.35897516674557	5.62130168706802	0.000144615086829079	0.0186559340671578	1.33446013293126	7.69907479662996	8.19740550380428	7.94328682199519	7.39534161418066	7.7840874952746	8.35665872553986	8.68836821998327	8.92536835207401	9.3765282418068	8.88518729129557	8.69741977161703
1554036_at	ZBTB24	ENSG00000112365	zinc finger and BTB domain containing 24	-1.62246354595962	6.11918006763881	-5.67246732400429	0.000133885785871573	0.0179656042902088	1.40816452143472	6.685601811798	7.5479682635002	6.24050492754108	7.76064587496719	6.78608004027745	5.68194067267538	5.64877356326319	5.78213704236093	4.89454245491713	5.41450854375717	4.86827754896922
1554037_a_at	ZBTB24	ENSG00000112365	zinc finger and BTB domain containing 24	-1.01286985242472	5.1978776446269	-4.86544119227192	0.000471553168536391	0.0295951546806968	0.197307826813798	5.15598803731155	6.1569079456386	5.49219132685242	6.22745438209464	5.71921885603201	4.69467315321935	5.04862337571638	5.11418732426693	4.39591464420641	4.46233000420724	4.70916504135041
1554248_at	ZNF638	ENSG00000075292	zinc finger protein 638	-1.11215122436032	7.70777688675352	-9.80646818487475	7.7011246782035e-07	0.00413422671462316	6.09876770617399	8.13759429472023	8.27340091735166	8.27191699392397	8.63050891707055	8.25860301350207	7.33100024407804	7.29045842554257	7.34762511449108	6.84799983190276	7.25640385566341	7.14003414604235
1554316_at	PGLS	ENSG00000130313	6-phosphogluconolactonase	0.831260275130415	7.50742333670945	5.22668782048961	0.000265351268072528	0.0225387348437124	0.751985488594785	7.21782878691725	7.40495449990556	7.11033699184144	6.62977924249225	6.90714368476236	7.93890602438875	8.00968291507803	7.79313705051845	8.31185587762757	7.60787226716444	7.65015936310787
1554406_a_at	CLEC7A	ENSG00000172243	C-type lectin domain containing 7A	-1.34193950582287	7.82204650707291	-4.20120900172124	0.00142232497807508	0.0465334878136215	-0.872526296744172	8.63508265333542	8.78494416657249	8.28299740756127	9.37134445506923	7.69569886870668	7.00716151249738	7.17140713969948	8.11310040361206	7.13509949850554	7.4104209845365	6.43525448770593
1554501_at	TSC22D4	ENSG00000166925	TSC22 domain family member 4	1.24454512863914	6.34346933083657	5.5090513510148	0.000171484146525235	0.0197082873803558	1.17129604445882	6.21277377800717	5.42462714248298	5.84023392741167	5.2230761624424	5.62242165664098	6.56402809271754	6.41311473222483	7.08344026767179	7.07824876578832	6.74025565145818	7.57594246235641
1554595_at	SYMPK	ENSG00000125755	symplekin	0.927663746442398	9.79428562772324	6.31320377700793	5.25857849863477e-05	0.0120148541892874	2.29578442593447	9.00923377433616	9.65691677749295	9.38312929169888	9.11903050971092	9.2731257496253	10.4045316255943	10.4487450612811	10.2421278722202	9.74445224309437	10.3224148561608	10.1334341437406
1554661_s_at	CNST	ENSG00000162852	consortin, connexin sorting protein	-0.997651044876355	6.57983851905967	-4.35732381540368	0.00109153510699589	0.041305976033204	-0.615690964596896	6.84481678021841	6.81474321391395	6.9402507252996	7.89206961530417	7.12817874658867	6.57067087687085	5.81107656242608	5.78213704236093	6.22286539483406	5.80074387496886	6.57067087687085
1554678_s_at	HNRNPDL	ENSG00000152795	heterogeneous nuclear ribonucleoprotein D like	-1.53511722612452	7.97583510596962	-8.53980853819799	3.06396674576043e-06	0.00611196202626072	4.90233401351239	8.80022745003365	9.12060267356188	8.956141384784	9.05328875902376	8.13559860642075	7.47929319020979	7.22594381338186	7.41696126565728	7.09315817487129	7.52357271994614	6.92939812777537
1554762_a_at	WWC2	ENSG00000151718	WW and C2 domain containing 2	-0.837189332895004	8.59096736274844	-4.24581839453396	0.0013182964966466	0.0448922444660307	-0.798824486175358	9.33761811583518	9.11682970255917	8.95909953409455	8.75027426923944	9.07425882718205	8.32807066106372	7.73321435701529	8.38901143873905	8.91249596094116	7.84210304348072	8.05766508008248
1554795_a_at	FBLIM1	ENSG00000162458	filamin binding LIM protein 1	1.17674736741149	7.96962301223476	4.74103708786825	0.000577248843801531	0.0323086279683273	0.00168940375465354	6.90167199460743	7.88984812654254	7.41973458938253	7.71788598061999	6.70966336799	8.77981972406384	8.4578691302289	8.42958694457525	7.98276606582778	8.27469849064381	9.1023087201003
1555167_s_at	NAMPT	ENSG00000105835	nicotinamide phosphoribosyltransferase	-2.0610635158439	7.04474634095733	-4.84579193295271	0.000486789770361129	0.0299675525943946	0.166564140278707	9.58229717783083	7.78790239825306	8.90908965183413	7.71563783814446	6.84988695466207	6.72239043643102	6.26196216774197	6.02241128910906	5.48592295963728	5.97466397633513	6.18004490055162
1555226_s_at	C1orf43	ENSG00000143612	chromosome 1 open reading frame 43	-0.882266976853602	9.61481320531766	-4.61951719400994	0.000704779847188674	0.0349119747652666	-0.191590157821367	10.0621581730843	9.87070561036207	10.371480577348	10.1936891638757	9.98221516606443	9.05622790195647	9.18006590775625	9.56966695160775	8.49504848666495	9.67070544773059	9.31098187204375
1555274_a_at	SELENOI	ENSG00000138018	selenoprotein I	-0.861958801614471	6.99489081104718	-4.13619856052048	0.00158949855338648	0.0491405129972917	-0.980363794356867	6.95535663685305	7.89455524696558	7.09016548872427	7.85945427684719	7.52571913752165	6.79779550051402	6.34650865603707	6.49211385415452	6.19598306873548	6.72531558233803	7.06083147282811
1555411_a_at	CCNL1	ENSG00000163660	cyclin L1	-1.52864940141169	9.89775696749295	-4.18067086768148	0.00147306312298387	0.0473389979099312	-0.906539945526179	11.384088885438	10.4567606799869	11.091259836265	11.213609798558	9.51210945924884	9.88881241572906	8.56126142929622	8.47299575439568	9.20904248658289	9.45678683785223	9.62859905906972
1555419_a_at	ASAH1	ENSG00000104763	N-acylsphingosine amidohydrolase 1	-0.892792512839451	11.9223158943163	-6.2873011434483	5.45509723690745e-05	0.012157054049949	2.26116317977244	12.2524684551769	12.1123142808652	12.7315333201784	12.5132192493109	12.4369328374305	11.4058083190423	11.3240736460668	11.8868292806177	11.6492661920698	11.6246376800201	11.208391576701
1555420_a_at	KLF7	ENSG00000118263	Kruppel like factor 7	-0.887029978112949	7.34242731412386	-4.45318186185244	0.000929225834858172	0.0384152341503069	-0.459550694838683	8.40855607238352	7.09507629827536	8.02721393940715	7.99085086576157	7.60961206237245	6.94902621080359	6.74288927107706	6.93944390703171	7.03897518199139	6.76443453875586	7.20062210750276
1555480_a_at	FBLIM1	ENSG00000162458	filamin binding LIM protein 1	1.1954741841318	7.69620894676421	4.60265561159449	0.000724688464408225	0.0353815206430693	-0.218576844089383	7.1753263529445	7.60333988700708	7.19779233356819	7.21000308689266	6.03419893486733	8.41039391949989	8.4131803010341	8.18172237718216	7.66265446516075	8.11413810709964	8.65554864914999
1555483_x_at	FBLIM1	ENSG00000162458	filamin binding LIM protein 1	0.975849714693402	6.62406675817981	4.68679166609554	0.000630888282454707	0.0334071767162821	-0.0843242488207627	5.81553995874625	6.52815904956515	5.93814869323698	6.301425346315	5.87565243023551	7.33352251450301	7.4648808554457	6.66622707693488	6.6063082088253	6.81770801448669	7.51716219168348
1555832_s_at	KLF6	ENSG00000067082	Kruppel like factor 6	-1.58944380721483	11.9929723690799	-6.70650033676935	3.04570249205485e-05	0.00942979205710836	2.80863470087233	13.2107528710656	12.7984400804243	12.5279137019142	13.2562389010182	12.5063630379266	12.1867990151873	11.0685080671465	10.8894370913442	10.9796743828274	11.1797423691966	11.3188265418279
1555920_at	CBX3	ENSG00000122565	chromobox 3	0.864123582095826	7.74614387468667	4.60355280730148	0.000723614408328701	0.035356279058216	-0.217139877783234	7.48668907959069	7.32225852111229	7.6378344216897	7.34038380499303	6.58685286760447	7.90996962362905	8.43910792954315	8.34072143641623	7.93097535252213	7.86701774861546	8.34577183583714
1555980_a_at	LINC02593	ENSG00000223764	long intergenic non-protein coding RNA 2593	1.00307321734519	6.60599868972969	5.60855529829112	0.000147427617163641	0.0187896202035669	1.31603371742141	5.95790510010586	5.84413371516373	6.51117778624056	6.28646368953173	5.69465892848335	7.3919259723357	6.68953214493857	7.30116015757302	6.98453699379324	7.26410877304297	6.7403823258179
1556211_a_at	AIG1	ENSG00000146416	androgen induced 1	0.808724353047791	6.8286062570278	4.60043123807188	0.00072735854177201	0.0354248086537047	-0.22213993777025	5.99091415050017	6.53728949075387	6.57681352019283	6.15812251362883	6.67427973811478	7.65569333279677	6.81919493357477	7.14758422357798	7.26167403485682	6.87084836137853	7.42225452793044
1556277_a_at	TENT2	ENSG00000164329	terminal nucleotidyltransferase 2	1.00208661009748	9.21051089709928	4.61046247130957	0.000715398445248188	0.0352260196430586	-0.206077059450556	8.2584440493045	8.86132278073858	8.9192514600798	8.49397781208211	8.78659490120739	9.35356285253328	9.1230688790769	9.58661072969996	9.91425380887886	9.58593514043236	10.4325974540583
1556336_at	RBMX	ENSG00000147274	RNA binding motif protein X-linked	1.17290961599407	7.79913016699276	5.04564951169246	0.000353153764956713	0.0257605447653162	0.476530226005861	7.77395181976777	6.78944414034846	6.71723251114206	7.47003473660793	7.04614321984103	8.1712160864537	7.99274219264356	8.31075171567824	8.77620916809307	7.91662998928118	8.82607625706338
1556690_s_at	MZF1	ENSG00000099326	myeloid zinc finger 1	1.02323001435018	7.20648469562509	8.22278710244582	4.43624496294265e-06	0.00630160748377796	4.57292219711201	6.65862653155787	6.95267850439533	6.64669773170425	6.59417661479061	6.38961678381328	7.50707911376022	7.86334152264017	7.90133162317499	7.33891258818671	7.670496062621	7.74837457523157
1556821_x_at	DLEU2	ENSG00000231607	deleted in lymphocytic leukemia 2	1.23067470248736	7.56168641774215	5.78613025534001	0.000112962209593304	0.0165582250413095	1.57039757649393	7.37254081096817	7.32386722741712	7.02905115118999	6.39302172868175	6.33356561821548	8.0694308967212	7.76825418128641	8.01211139613388	8.44989012156543	8.36248647562977	8.06433098735448
1557278_s_at	TNPO1	ENSG00000083312	transportin 1	1.03756922537242	5.74977888114917	5.71923968212805	0.000124815893976232	0.0173729491023497	1.47517383940526	5.09761511409283	5.26594645594033	5.35831832996277	5.07155716653016	5.12572308820406	6.10693487987655	6.245345140288	6.64218205105583	5.70195897161233	5.87459225385981	6.75739424121816
1557289_s_at	GTF2IRD2	ENSG00000196275	GTF2I repeat domain containing 2	1.45303043127334	6.70998737735586	7.96929980736754	6.00992021417356e-06	0.00665501332963498	4.30019456566616	5.90102838766992	6.36347509887405	5.9494331988409	5.62141331847276	5.75177661581255	7.69033395585981	7.70358673901831	7.14075781547116	7.41525188578431	7.48705286308394	6.78575127202673
1557289_s_at	GTF2IRD2B	ENSG00000174428	GTF2I repeat domain containing 2B	1.45303043127334	6.70998737735586	7.96929980736754	6.00992021417356e-06	0.00665501332963498	4.30019456566616	5.90102838766992	6.36347509887405	5.9494331988409	5.62141331847276	5.75177661581255	7.69033395585981	7.70358673901831	7.14075781547116	7.41525188578431	7.48705286308394	6.78575127202673
1557553_at	PPP1R12B	ENSG00000077157	protein phosphatase 1 regulatory subunit 12B	1.4751038512358	7.35344776561716	6.00312584178315	8.20752898127185e-05	0.0142358518798961	1.87438462006201	6.70697056922318	6.75366283038775	6.6342625987951	6.5688969617843	6.08043536452512	7.67873544790728	7.52820565592098	7.94968308301447	8.59748930763029	7.59610524179292	8.79347836080739
1557737_s_at	NKTR	ENSG00000114857	natural killer cell triggering receptor	0.820332250949979	6.29373522594199	4.97852577473999	0.000393100208979509	0.0268280325418596	0.373106318151849	5.85521459304546	6.05451678532658	6.05681357427285	5.63655988334872	5.62830151839822	6.28393909799714	6.53372195734516	6.57576749480413	6.77295613889894	6.55294143809076	7.28035500383392
1557963_at	CDC42BPB	ENSG00000198752	CDC42 binding protein kinase beta	0.930317366340493	6.92469142590868	5.20299790057996	0.000275392023576713	0.0229384930924068	0.716232170159514	6.71303015007679	6.37387412125256	6.46229461755871	6.26414053018547	6.27288852954126	7.59736877435235	7.11033699184144	7.64786556494383	7.22957886457068	6.73899633817339	7.761231202499
1558135_at	TAF11	ENSG00000064995	TATA-box binding protein associated factor 11	0.813725765163013	6.2077877567835	6.8137811968614	2.63337681782663e-05	0.0090045499305732	2.94440175275925	5.92565098734568	5.60944591267011	5.80871028282195	5.61409514984923	5.8617843644223	6.29673411478279	6.79392492363887	6.87630402870759	6.49324634906589	6.64632907402322	6.35944013729082
1558199_at	FN1	ENSG00000115414	fibronectin 1	1.86470768404123	6.57106446015194	6.61559148114839	3.44926235876937e-05	0.0100437928404664	2.69221382301675	5.10906011104297	5.65293633357802	5.45291479247167	5.43052747179989	6.12431718084562	7.2712687538677	7.19025359794329	8.1145123606995	8.2003765201937	6.96045532356085	6.77508661566814
1558281_a_at	TMEM184A	ENSG00000164855	transmembrane protein 184A	0.91615997839678	6.1892419914076	4.9071483898493	0.000440852908008461	0.0287571085551038	0.262370906213085	5.91175226592821	5.44182278575758	5.48469123227042	5.99872708498019	5.61059846520132	6.89069141053196	7.15792659061236	6.2599262324214	6.14626388661469	6.6799449076261	6.49931704353942
1558331_at	SIRT2	ENSG00000068903	sirtuin 2	1.14167871593579	7.04282116311026	7.79662375816273	7.42066198867867e-06	0.00698027477771479	4.10951556375072	6.62671007900656	6.46297233311243	6.754708079867	6.30129716892655	5.95474892935932	7.69718011693614	7.54228425630681	7.54913850444978	7.47186140465703	7.26891167100818	7.84122025058301
1558331_at	SIRT2	ENSG00000283100	sirtuin 2	1.14167871593579	7.04282116311026	7.79662375816273	7.42066198867867e-06	0.00698027477771479	4.10951556375072	6.62671007900656	6.46297233311243	6.754708079867	6.30129716892655	5.95474892935932	7.69718011693614	7.54228425630681	7.54913850444978	7.47186140465703	7.26891167100818	7.84122025058301
1558515_at	FTX	ENSG00000230590	FTX transcript, XIST regulator	1.43583942298931	9.95304395428645	8.05130592270192	5.44353616027411e-06	0.00651889132250184	4.38935119769483	8.73888867836162	9.59255375982961	9.52683256154815	9.18604925898634	8.80496981364478	10.2606882424574	10.651586818368	10.5639693459458	10.8105924706959	10.4551818983233	10.8921706489901
1558533_at	KRBA2	ENSG00000184619	KRAB-A domain containing 2	0.806911707793801	7.88916399829949	4.41407982013949	0.000992152534265148	0.0395552269785232	-0.523094931915534	7.6826000013857	7.34305929530635	7.54045027027026	7.43825547987079	7.24078665068129	8.7166957366869	7.81249836696392	7.84768333120665	8.74574490734761	8.15111322626687	8.2619167153081
1558719_s_at	RPAIN	ENSG00000129197	RPA interacting protein	0.985596796085697	6.97841616388437	5.41287698563228	0.000198724079300505	0.0204695376458394	1.0298993584151	6.58766763725564	6.346047904327	6.49378068611439	6.38537343308271	6.39121989659022	7.38790503929798	6.98659885354992	7.73269381167034	6.85276606301032	7.82583802991039	7.77268644791918
1558757_at	SPRING1	ENSG00000111412	SREBF pathway regulator in golgi 1	-0.955873969523966	4.82921026567565	-4.89640909860063	0.000448551086648066	0.0287571085551038	0.245642800211328	5.53628212481274	6.02492999265024	4.77953600290091	5.20712499043825	5.20510722536874	4.53219501295059	4.36797916289974	4.21873208481385	4.72590538102897	4.39404170537429	4.12947923919383
1558758_s_at	SPRING1	ENSG00000111412	SREBF pathway regulator in golgi 1	-0.886884749729866	5.98766021383364	-5.75733197811671	0.000117911858420816	0.0169702169024244	1.52948883414467	6.40549295286023	6.78338127268638	6.53600097617844	6.24368630019486	6.38851615742064	5.3180452900751	5.45777844854946	5.68710426291749	6.13070064825166	5.62230358340961	5.29125245962614
1558924_s_at	CLIP1	ENSG00000130779	CAP-Gly domain containing linker protein 1	0.88548432155766	7.57591709105953	4.41439670832507	0.000991625019088273	0.0395552269785232	-0.522579135846725	7.73768452276997	7.28246886737067	7.12077951613928	6.70885234196279	6.61484296644312	8.01337400562661	7.94375196846105	8.04956605940093	7.92118538871715	7.5754744635395	8.36710790122373
1558949_at	TNRC18	ENSG00000182095	trinucleotide repeat containing 18	1.0497058145236	5.41295730438397	4.89656549509817	0.00044843796709477	0.0287571085551038	0.245886537307847	4.64087271059564	5.05406529268477	5.05522384200807	4.56903501332378	4.88275562369778	5.48741016538769	5.84185021662529	5.9444897985972	5.30848601220652	6.64040729523333	6.11793437786363
1559025_at	SEPTIN9	ENSG00000184640	septin 9	1.67086657514567	6.16124609404916	5.31419147161933	0.00023149443206856	0.0217673357087282	0.883280900382816	5.46944802917446	5.34964082566724	5.59988626891256	5.30098469143037	4.52936181375483	8.02166050278128	7.15502454381063	7.00230365014402	6.0642100819746	6.8390214263689	6.44216520052191
1559025_at	SEPTIN9	ENSG00000282302	septin 9	1.67086657514567	6.16124609404916	5.31419147161933	0.00023149443206856	0.0217673357087282	0.883280900382816	5.46944802917446	5.34964082566724	5.59988626891256	5.30098469143037	4.52936181375483	8.02166050278128	7.15502454381063	7.00230365014402	6.0642100819746	6.8390214263689	6.44216520052191
1559038_at	SEPTIN2	ENSG00000168385	septin 2	1.06858519250123	10.0431331192584	4.81694375135884	0.000510105636604136	0.0304575773803053	0.121322661260966	9.20393650527531	9.37048464916169	9.97872811993037	9.22694666105475	9.52124640859389	10.0860399543663	10.5635431223333	10.5152732020382	10.2037055368812	10.4309121212866	11.3736480309209
1559078_at	BCL11A	ENSG00000119866	BAF chromatin remodeling complex subunit BCL11A	1.2652705606328	6.88953939471349	4.58854657566345	0.000741800567983738	0.0354903512195295	-0.241189177697891	5.54070783611101	6.59087726152204	7.12518333756345	6.09749013100111	5.64270051473491	6.99235346252441	7.7358399084206	7.54548283059275	7.73759709455424	7.17195156077357	7.60474940405026
1560741_at	SNRPN	ENSG00000128739	small nuclear ribonucleoprotein polypeptide N	1.24004658973222	9.26585958569564	4.80730807598074	0.000518153008342715	0.0307580710364978	0.10618369035515	7.86388835018134	9.07062298644846	9.24602550485672	8.86160475888599	7.90521108338146	9.79564698985446	10.0935886097573	9.50812543306488	9.72452357810379	10.0307335267686	9.82448462134899
1562434_at	UNK	ENSG00000132478	unk zinc finger	0.835500056051393	7.42113316190463	6.32983932122447	5.13636159882907e-05	0.0119415703544938	2.3179638487403	7.07084970655088	7.23632073907209	7.06658481850192	6.96900697052445	6.48426705836999	7.60280797937827	7.86634398522123	7.89853780094541	7.95441770424375	7.89189016464535	7.59143785349754
1562457_at	NCKAP5L	ENSG00000167566	NCK associated protein 5 like	0.823605037527154	6.38640180237688	5.65011864791396	0.000138464409316891	0.0183472569088582	1.37602265363802	6.08803928420176	5.93039254117604	5.9952372118272	5.97356838920495	5.6985760285822	7.15639050713665	6.64740909932289	6.66353194716751	6.3825965795319	6.58612646444067	7.12855177355387
1563226_at	SLC38A10	ENSG00000157637	solute carrier family 38 member 10	1.06425110957409	6.43929732072219	6.37779377249507	4.80071536022482e-05	0.0117336805424062	2.38165684206042	5.35497138569634	6.38670630784228	5.97071728160045	5.70811738151807	5.87347122084265	6.76458766051093	7.17979408496778	7.02846742286147	6.65129437867047	7.07429413538344	6.83984926805021
1564053_a_at	YTHDF3	ENSG00000185728	YTH N6-methyladenosine RNA binding protein 3	-1.13855224512626	5.26333139354852	-8.10518595744244	5.10282588970194e-06	0.00635051684743887	4.44744483947928	6.1181599063137	5.66974694448076	5.91885343270231	6.09206380771188	5.6229753632419	4.45707240474179	4.62724543327091	4.51554318466487	4.85607689306784	4.93638433178359	5.08252362705413
1565620_at	AGAP4	ENSG00000188234	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	0.811966560557988	6.17179328857366	5.90869570654176	9.42389718384332e-05	0.0152585396494524	1.74302208802998	5.50735496217973	5.87641078928397	5.87371656108743	5.6310514460888	5.75597842816114	6.21915494071493	6.38694034040543	6.27858351866998	6.90213836013308	6.7199505348295	6.73844629275627
1565867_a_at	ZC3H11A	ENSG00000058673	zinc finger CCCH-type containing 11A	1.01719133806194	5.73755069428374	5.03741717210625	0.000357813563681334	0.0258073032805162	0.463883246192927	5.08636461738678	5.57524842332919	5.39291669822275	5.16489458248063	4.69417095528498	6.13242625160635	6.19481817943127	6.53795625601383	6.09037507867405	5.58361250497513	6.6602740897162
1566191_at	SUZ12	ENSG00000178691	SUZ12 polycomb repressive complex 2 subunit	1.0654053631694	6.40883265304841	4.53121225458081	0.000815822135083973	0.0369868273274901	-0.333366664547332	6.18232500062204	6.07531683328211	5.82884428014332	5.61723750368423	5.43478865704836	6.7077600273962	6.87630402870759	6.52020019665688	6.61179536486431	6.77011476901615	7.87247252211133
1568665_at	RNF103	ENSG00000239305	ring finger protein 103	-0.966616046100349	5.46826331820013	-4.28543035875455	0.00123257441534079	0.0433655754665632	-0.733585901973167	5.52657129767368	6.52815904956515	5.89308920446297	6.69303654018135	5.33668607939116	5.12426819887987	4.94639992014455	5.1076883693609	5.10869588197589	4.93318403682311	4.95311792174275
1568680_s_at	YTHDC2	ENSG00000047188	YTH domain containing 2	0.973288537134483	8.58941779284227	6.53654247500989	3.84676529869954e-05	0.0106617551750419	2.58994952517877	8.23237326030658	8.25772454799974	8.00642489239891	7.87042807907875	7.92571490133331	9.25441874024477	9.06555966873764	8.90767682427053	8.62524898687687	8.84841038348601	9.48961543653184
1568760_at	MYH11	ENSG00000133392	myosin heavy chain 11	1.94721654039918	7.51655182847488	5.59677436122826	0.000150078792651642	0.0188503540055363	1.2989798662809	6.26027750330807	6.41971906476262	7.05392791554146	6.53202184455754	6.00622224947971	8.37536326027846	7.61140331900364	7.88088381773665	7.96829636700128	8.8586588982807	9.71529587327356
